,Toilet Name,Area,Location,Provider,Latitude,Longitiude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Cromarty Square Public Toilet,South Ronaldsay,"School Road, St Margarets Hope",/,/,/,344584,993491,KW17 2TN,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Dingeshowe Public Toilet,Toab,Dingieshowe,/,/,/,354965,1003408,KW17 2QG,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Dounby Public Toilet,Dounby,/,/,/,/,329558,1020817,KW17 2HT,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Egilsay Pier Waiting Room & Toilets,Egilsay,/,/,/,/,346204,1030283,KW17 2QD,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,0,0,1,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Ferry Road Public Toilet,Stromness,Ferry Road,/,/,/,325616,1009503,KW16 3AE,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Finstown Public Toilet,Finstown,Maitland Place,/,/,/,336223,1013592,KW17 2EQ,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Fourth Barrier Public Toilet,Burray,4th Barrier,/,/,/,348043,995448,KW17 2SS,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Gibraltar Pier Waiting Room & Toilets,Flotta,Gibralter Pier,/,/,/,334977,995016,KW16 3NP,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Gill Pier Waiting Room & Toilet,Westray,"Gill Pier, Pierowall",/,/,/,344641,1048958,KW17 2DL,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,0,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Graemsay Pier Waiting Room & Toilets,Graemsay,Graemsay Pier,/,/,/,327123,1005574,KW16 3NG,/,/,1,/,/,/,/,/,/,0,0,1,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Kettletoft Pier Waiting Room & Toilet,Sanday,"Kettletoft, Longhope",/,/,/,365898,1038435,KW17 2BJ,/,/,1,/,/,/,/,/,/,1,0,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Longhope Pier Public Toilets & Shower,Hoy,Lifeboat Station Pier,/,/,/,330361,990965,KW16 3PG,/,/,1,/,/,/,/,/,/,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Loth Pier Waiting Room & Toilets,Sanday,Loth,/,/,/,360396,1033943,KW17 2BA,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Lyness Pier Waiting Room & Toilets,Hoy,Lyness,/,/,/,331272,994638,KW16 3NT,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Moaness Pier Waiting Room & Toilets,Hoy,Moaness,/,/,/,324456,1003978,KW16 3NJ,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Moclett Pier Waiting Room & Toilets,Papa Westray,Pier,/,/,/,349435,1049369,KW17 2BU,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,North Ronaldsay Waiting Room & Public Toilets,North Ronaldsay,/,/,/,/,375000,1052333,KW17 2BE,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Papa Westray Public Toilet,Papa Westray,/,/,/,/,349468,1051620,KW17 2BU,/,/,1,/,/,/,/,/,/,0,0,1,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Pier Head Toilets,Stromness,Victoria Street,/,/,/,325463,1009160,KW16 3AA,/,/,/,06.00 - 22.00,22.00 - 06.00,/,/,/,/,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Pierowall Public Toilet,Westray,Pierowall,/,/,/,343749,1048344,KW17 2DH,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Rackwick Public Toilet,Hoy,Rackwick,/,/,/,320191,999213,KW16 3NJ,/,/,1,/,/,/,/,/,/,0,0,1,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Rapness Pier Waiting Room & Toilets,Westray,Rapness,/,/,/,351072,1040574,KW17 2DE,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Sands O' Wright Public Toilet,South Ronaldsay,Sands of Wright,/,/,/,342405,993548,KW17 2TW,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Scapa Beach Public Toilet,St Ola,Scapa,/,/,/,344226,1008647,KW15 1SD,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,"Shapinsay Terminal Waiting Room & Toilets, Kirkwall",Kirkwall,Pier,/,/,/,344860,1011243,KW15 1LG,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Shore Street Public Toilet,Kirkwall,Shore Street,/,/,/,345028,1011276,KW15 1LG,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Skaill Public Toilet,Sandwick,Skaill,/,/,/,323588,1019261,KW16 3LR,/,/,1,/,/,/,/,/,/,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,St Marys Pier Toilets,Holm,St Mary's,/,/,/,347545,1001333,KW17 2RU,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Stenness Public Toilet,Stenness,Clouston,/,/,/,330624,1011677,KW16 3JY,/,/,1,/,/,/,/,/,/,0,0,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Tingwall Ferry Terminal Building & Toilet,Rendall,Tingwall,/,/,/,340278,1022884,KW17 2HB,/,/,1,/,/,/,/,/,/,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Trumland Pier Waiting Room & Toilets,Rousay,Trumland,/,/,/,343611,1027505,KW17 2PU,/,On Pier,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Warbeth Public Toilet,Stromness,Westshore,/,/,/,323848,1008325,KW16 3JP,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Waulkmill Public Toilets,Orphir,Waulkmill,/,/,/,338310,1006430,KW17 2RA,/,/,1,/,/,/,/,/,/,1,1,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Whitechapel Public Toilet,Kirkwall,Junction Road,/,/,/,344735,1010757,KW15 1AR,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Whitehall Pier Toilets,Stronsay,Whitehall,/,/,/,365916,1028485,KW17 2AS,/,/,1,/,/,/,/,/,/,1,1,0,0,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Whitehall Pier Waiting Room & Toilets,Stronsay,Whitehall,/,/,/,365877,1028637,KW17 2AS,/,On Pier,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Wyre Pier Waiting Room & Toilets,Wyre,/,/,/,/,344409,1026786,KW17 2QA,/,/,1,/,/,/,/,/,/,0,0,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Peedie Sea Boat Shed and Toilet,Kirkwall,Pickaquoy,/,/,/,344412,1011075,Kw15 1RP,/,/,1,/,/,/,/,/,/,0,0,0,1,1,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney,Houston Ferry Terminal and toilets,Orphir,Houton,/,/,/,331973,1003990,KW17 2RD,/,/,/,/,/,/,/,/,Opened before first Ferry and closed after last Ferry,1,1,0,1,0,0,/,/,/,/,/,No Charge,/,12/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lanarkshire ,Biggar Public Convenience,Biggar,"Main Street, Biggar",/,/,/,/,/,ML12 6QZ,/,/,/,/,/,/,08.00 - 20.00,08.00 - 17.00,/,1,1,0,1,/,1,/,/,/,/,/,£0.20,/,28/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
