,Toilet Name,Area,Location,Provider,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes,24 hours,Open,Closed,Days of the Week open,Open Season,Closed Season,Notes,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisions?,Car Parking, Cost ,Report Problems,Date,Data Collected from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Victoria Parade,/,/,/,/,639793,167546,CT10 1DU,/,/,/,08.00-21.00,21.00-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Dane Park,/,/,/,/,636190,170648,CT9 2AA,/,/,/,/,/,/,April-Mid September,Mid September - April,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Harbour Parade,/,/,/,/,638578,164742,CT11 9LP,/,/,/,08.00-21.00,21.00-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,King George VI Memorial Park,,/,/,/,/,639290,165864,CT11 8DE,/,/,/,08.00 - 17.25,17.25-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,St Johns Cemetery,Manston Road,/,/,/,/,635054,169264,CT9 4LT,/,/,/,/,/,/,April-Mid September,Mid September - April,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,Car Park,The Parade,/,/,/,/,628432,169398,CT7 9LT,/,/,/,08.00 - 21.00,21.00-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,The Oval Bandstand,Eastern Esplanade,/,/,/,/,636448,171311,CT9 2EZ,/,/,/,/,/,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,Ramsgate Cemetery,Cecilia Road,/,/,/,/,638317,165967,CT11 7DZ,/,/,/,/,/,/,April-Mid September,Mid September - April,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,Car Park,Harold Road,/,/,/,/,636586,170918,CT9 2HS,/,/,/,08.00 - 16.00,16.00-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,Botany Bay Public Conveniences,Marine Drive,/,/,/,/,639152,171073,CT10 1ZZ,/,/,/,08.00 - 18.45,18.45-08.00,/,April-Mid September,Mid September - April,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Royal Esplanade,/,/,/,/,637607,164308,CT11 2HE,/,/,/,08.00 - 18.30,18.30-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Harbour Street,/,/,/,/,639931,167866,CT10 1EU,/,/,/,08.00 - 21.00,21.00-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Westbrook Promenade,/,/,/,/,634377,170622,CT9 1ZZ,/,/,/,08.00 - 17.30,17.30-08.00,/,April-Mid September,Mid September - April,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Sea Road,/,/,/,/,631951,170110,CT8 8SA,/,/,/,08.00 - 20.20,20.20-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Eastern Esplanade,/,/,/,/,639905,168532,CT10 1DY,/,/,/,08.00 - 20.10,20.10-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Alpha Road,/,/,/,/,630081,169309,CT7 9EG,/,/,/,08.00 - 17.25,17.25-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Marine Drive,/,/,/,/,635172,170797,CT9 1DH,/,/,/,08.00 - 21.00,21.00-08.00,/,April-Mid September,Mid September - April,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Crofts Place,/,/,/,/,639552,167869,CT10 1LE,/,/,/,08.00 - 17.05,17.05-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,The Centre,/,/,/,/,635408,170744,CT9 1JG,/,/,/,08.00 - 19.00,19.00-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,Viking Bay Public Conveniences,Victoria Parade,/,/,/,/,639774,167611,CT10 1QL,/,/,/,08.00 - 17.30,17.30-08.00,/,April-Mid September,Mid September - April,/,1,1,0,/,/,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Margate Harbour Arm,/,/,/,/,635151,171205,CT9 1AP,/,/,/,08.00 - 18.20,18.20-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Queens Promenade,/,/,/,/,636790,171362, CT9 1ZZ,/,/,/ ,/,/,/,April-Mid September,Mid September - April,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanet,/,/,Old Boundary Road,/,/,/,/,632846,170391,CT8 8AA,/,/,/,08.00 - 17.55,17.55-08.00,/,April-Mid September,Mid September - April,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale of White Horse,/,Wantage,Manor Road,/,/,/,/,/,/,/,/,/,/,08.30-17.00,17.00-08.30,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,/,http://www.whitehorsedc.gov.uk/services-and-advice/my-area/public-toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale of White Horse,/,Wantage,Portway Car Park,/,/,/,/,/,/,/,/,/,/,09.00-17.00,17.00-09.00,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,/,http://www.whitehorsedc.gov.uk/services-and-advice/my-area/public-toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale of White Horse,/,Faringdon,Southampton Street Car Park,/,/,/,/,/,/,/,/,/,/,08.30-18.00,18.00-08.30,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,/,http://www.whitehorsedc.gov.uk/services-and-advice/my-area/public-toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale of White Horse,/,Botley,Chapel Way,/,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,/,http://www.whitehorsedc.gov.uk/services-and-advice/my-area/public-toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale of White Horse,/,Abingdon,Charter Car Park,/,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,/,http://www.whitehorsedc.gov.uk/services-and-advice/my-area/public-toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale of White Horse,/,Abingdon,Abbey Meadows,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,/,http://www.whitehorsedc.gov.uk/services-and-advice/my-area/public-toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Town Hall, The Parade, Epsom",,/,/,/,/,/,/,KT18 5BY,/,/,/,09.00-17.00,17.00-09.00,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Ebbisham Centre,  6-7 Derby Square, Epsom, Surrey  ",,/,/,/,/,/,/,KT19 8AG,/,/,/,08.30-21.30,21.30-08.30,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Bourne Hall, Spring Street, Ewell, Epsom",,/,/,/,/,/,/,KT17 1UF,/,/,/,09.00-22.00,22.00-09.00,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Epsom Playhouse, Ashley Avenue, Epsom ",,/,/,/,/,/,/,KT18 5AL,/,/,/,09.00-22.00,22.00-09.00,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"The Wells Community Centre, Spa Drive
 Epsom
",,/,/,/,/,/,/,KT18 7LR,/,/,/,09.00-17.00,17.00-09.00,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Longmead Community, Sefton Rd, Epsom ",,/,/,/,/,/,/,KT19 9HG ,/,/,/,09.00-17.00,17.00-09.00,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Horton Country Park, Horton Lane, Epsom ",,/,/,/,/,/,/,KT19 8PL ,/,/,/,08.00-18.00,18.00-08.00,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Relate, 92b High Street, Epsom, Surrey, KT19 8BJ ",,/,/,/,/,/,/,KT19 8BJ ,/,/,/,09.00-14.00,14.00-09.00,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Epsom Cemetry, Ashley Road, Epsom
",,/,/,/,/,/,/,KT18 5BP,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Ewell Court Library, Lakehurst Road, Ewell ",,/,/,/,/,/,/,KT19 0EB,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom and Ewell,/,"Ewell Court House, Lakehurst Road, Ewell, Surrey, ",,/,/,/,/,/,/,KT19 0EB,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,/,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
