,Toilet Name,Area,Location,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,
Northumberland,/,Prudhoe,"Main Road, Wylam",/,/,/,/,/,/,/,/,/,07:30 - 17:00,17.00 - 07.30,/,/,/,/,1,1,0,1,Yes,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Ponteland,Ponteland Merton Road,/,/,/,/,/,/,/,/,/,07.30 -18.00,18.00 - 07.30,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Ashington,Station Road Ashington,/,/,/,/,/,/,/,/,/,07.30 -18.30,18.30 - 07.30,/,/,/,/,1,1,0,1,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Ashington,"Milburn Road, Ashington (Disabled)",/,/,/,/,/,/,/,/,/,07.30 -17.00,17.00 - 07.30,/,/,/,/,1,1,0,1,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Ashington,"Prospect Place, Newbigginÿ (Cresswell Arms)",/,/,/,/,/,/,/,/,/,06.00 - 17.00,17.00 - 06.00,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Ashington,"The Promenade , Newbiggin by the sea (Disabled)",/,/,/,/,/,/,/,/,/,05.30 - 17.00,17.00 - 05.30,/,/,/,/,1,1,0,1,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Bedlington,"Town Centre, Bedlington (Library) (Disabled)",/,/,/,/,/,/,/,/,/,07.00 - 18.30,18.30 - 07.00,/,/,/,/,1,1,0,1,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Bedlington,"Station Road, Bedlington (Disabled)",/,/,/,/,/,/,/,/,/,07.00 - 18.45,18.45 - 07.00,/,/,/,/,1,1,0,1,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Etal Castle,/,/,/,/,/,/,/,/,/,06.00 - 17.30,17.30 - 06.00,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Ford Village,/,/,/,/,/,/,/,/,/,07.00 - 18.00,18.00 - 07.000,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Heatherslaw Mill,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Market Place Belford -,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Norham,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Matfen,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,/,,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Belsay,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Cresswell,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Morpeth _ Bus Station,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Morpeth _ Town -,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Morpeth - Carlisle Park -,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"Open all year Monday to Saturday 08:00hrs to 18:00hrs, Sunday 10:00hrs to 15:00hrs",1,1,0,/,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,ÿHartford Bridge - Plessey Woods (Countryside Service),/,/,/,/,/,/,/,/,/,/,/,/,/,/,Open all year April to October 08:00hrs to 21:00hrs - November to March 08:00hrs to 18:00hrs,1,1,0,1,/,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Northumberland,/,Town or Parish Council maintained Conveniences,Alwinton - Gallow Law (National park),/,/,/,/,/,/,/,/,/,/,/,/,/,/,Attendant present April to October 09:00hrs to 18:00hrs,1,1,0,1,No,0,/,0,/,/,/, No Charge ,/,15/03/2014,http://www.northumberland.gov.uk/default.aspx?page=3178#parish,
Redcar and Cleveland,/,Redcar,Redcar Library,/,/,/,460031,524999,TS10 1RT,/,/,/,/,/,/,/,,"Monday,Tuesday,Wednesday and Friday: 08.30 - 18.00  Thursday: 08.30 - 17.00   Saturday : 09.30 - 12.30",1,1,0,1,No,1,D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Redcar,Redcar Beacon,/,/,/,460268,525385,TS10 3AA,/,/,/,/,/,/,09.00 - 22.00,09.00 - 17.00,/,1,1,0,1,No,0,D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Redcar,Locke Park,/,/,/,459676,524704,/,/,/,/,/,/,/,09.00 - 19.00,09.00 - 17.00,/,1,1,0,1,Yes,1,F,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Redcar,Moore Street,/,/,/,460554,525211,TS10 3DX,/,/,/,/,/,/,09.00 - 21.00,09.00 - 17.00,/,1,1,0,1,Yes,1,M/F,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Redcar,Zetland Park,/,/,/,461349,524725,/,/,/,/,/,/,/,09.00 - 19.00,09.00 - 17.00,/,1,1,0,1,Yes,1,F/D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Redcar,The Stray (West),/,/,/,462377,523697,/,/,/,/,/,/,/,09.00 - 19.00,09.00 - 17.00,/,1,1,0,/,/,/,/,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Redcar,The Stray (East),/,/,/,463117,523143,/,/,/,/,/,/,/,09.00 - 19.00,09.00 - 16.00,/,1,1,0,1,Yes,1,M/F,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Marske,Redcar Road,/,/,/,463419,522294,TS11 6BP,/,/,/,/,/,/,09.00 - 19.00,09.00 - 17.00,/,1,1,0,1,Yes,1,D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Saltburn,Station Road,/,/,/,466418,521404,TS12 1AQ,/,/,/,/,/,/,09.00 - 20.00,09.00 - 16.00,/,1,1,0,1,Yes,1,F/D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Saltburn,Lower Promenade,/,/,/,466589,521715,TS12 1HR,/,/,/,/,/,/,09.00 - 20.00,09.00 - 16.00,/,1,1,0,1,Yes,1,M/F/D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Saltburn,Cat Nab,/,/,/,466819,521559,TS12 1HF,/,/,/,/,/,/,09.00 - 20.00,09.00 - 16.00,/,1,1,0,1,Yes,1,M/F/D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Guisborough,Fountain Street,/,/,/,461461,515812,TS14 7DQ,/,/,/,/,/,/,09.00 - 19.00,09.00 - 17.00,/,1,1,0,1,Yes,1,M/F/D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Guisborough,Northgate,/,/,/,461446,516083,TS14 6JP,/,/,/,/,/,/,09.00 - 19.00,09.00 - 17.00,/,1,1,0,1,Yes,1,M/F/D,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Loftus,Water Lane,/,/,/,472172,518107,TS13 4HH,/,/,/,/,/,/,09.00 - 17.00,09.00 - 16.00,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Loftus,West Road,/,/,/,471504,518377,/,/,/,/,/,/,/,09.00 - 17.00,09.00 - 16.00,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Redcar and Cleveland,/,Redcar,Redcar and Cleveland Leisure and Community Heart,/,/,/,460089,525065,TS10 1RT,/,/,/,09.00 - 17.00,17.00 - 09.00,/,/,/,/,1,1,0,1,No,0,/,/,/,/,/, No Charge ,/,27/03/2014,FOI,
Gateshead,/,/,Saltwell Park,/,/,/,/,/,NE8 4SF,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Chase Park,/,/,/,/,/,NE16 4EE,/,/,/,/,/,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Crawcrook Park,/,/,/,/,/,NE40 4US,/,/,/,/,/,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Ryton Park,/,/,/,/,/,NE40 3PF,/,/,/,/,/,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Derwent Park,/,/,/,/,/,NE39 1LG,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Civic Centre,/,/,/,/,/,NE8 1HH,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Thornley Woodlands Visitor Centre,/,/,/,/,/,NE39 1AU,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Swalwell Visitor Centre,/,/,/,/,/,NE16 3BN,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Shipley Art Gallery,/,/,/,/,/,NE8 4JB,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,St Mary_s Heritage Centre,/,/,/,/,/,NE8 2AU,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Baltic Art Gallery,/,/,/,/,/,NE8 3BA,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,The Sage Concert Hall,/,/,/,/,/,NE8 2JR,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Birtley Library,/,/,/,/,/,DH3 1LE,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Blaydon Library,/,/,/,/,/,NE21 5BT,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Central Library,/,/,/,/,/,NE8 4LN,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Chopwell Library,/,/,/,/,/,NE17 7HZ,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Crawcrook Library,/,/,/,/,/,NE40 4NB,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Dunston Library,/,/,/,/,/,NE11 9SS,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Felling Library,/,/,/,/,/,NE10 9LT,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Leam Lane Library,/,/,/,/,/,NE10 8QH,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Pelaw Library,/,/,/,/,/,NE10 0QS,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Rowlands Gill Library,/,/,/,/,/,NE39 1JT,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Whickham Library,/,/,/,/,/,NE16 4DN,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Wrekenton Library,/,/,/,/,/,NE9 7LP,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Lobley Hill Library,/,/,/,/,/,NE11 9LS,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Low Fell Library,/,/,/,/,/,NE9 6HT,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Sunderland Road Library,/,/,/,/,/,NE8 3PA,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Winlaton Library,/,/,/,/,/,NE21 6AR,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Birtley Leisure Centre,/,/,/,/,/,DH3 2TB,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,BIrtley Swimming Centre,/,/,/,/,/,DH3 2PA,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Blaydon Leisure & Primary Care Centre,/,/,/,/,/,NE21 5NW,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,07/04/2014,FOI,
Gateshead,/,/,Dunston Activity Centre,/,/,/,/,/,NE11 9SS,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Dunston Leisure Centre,/,/,/,/,/,NE11 9PY,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Gateshead Indoor Bowling Centre,/,/,/,/,/,NE8 4DY,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Gateshead International Stadium,/,/,/,/,/,NE10 0EF,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Gateshead Leisure Centre,/,/,/,/,/,NE8 4JA,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,Heworth Leisure Centre,/,/,/,/,/,NE10 0PD,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,07/04/2014,FOI,
Gateshead,/,/,"Front Street, Whickham ",/,/,/,/,/,NE16 4JG,/,/,1,/,/,/,/,/,/,1,1,0,1,/,1,/,/,Yes,/,/, There is a charge for this service ,/,07/04/2014,FOI,
Gateshead,/,/,Blaydonÿ ,/,/,/,/,/,NE21,/,/,1,/,/,/,/,/,/,1,1,0,1,/,1,/,/,Yes,/,/, There is a charge for this service ,/,07/04/2014,FOI,
Gateshead,/,/,Lowreys Lane ,/,/,/,/,/,NE9 5EY,/,/,1,/,/,/,/,/,/,1,1,0,1,/,1,/,/,Yes,/,/, There is a charge for this service ,/,07/04/2014,FOI,
Newcastle upon Tyne,/,Dean Street Toilet,"Dean Street Multi Storey Car Park Level 1, Dean Street",/,/,/,/,/,NE1 1PQ,/,/,/,07.00 - 00.00,00.00 - 07.00,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.newcastle.gov.uk/environment/street-care-and-cleaning/public-toilets,
Newcastle upon Tyne,/,Eldon Garden Toilet,"Eldon Garden Multi Storey Car park Level 1,",/,/,/,/,/,NE1 7RA,/,/,/,07.00 - 00.00,00.00 - 07.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.newcastle.gov.uk/environment/street-care-and-cleaning/public-toilets,
Newcastle upon Tyne,/,Exhibition Park Toilet,"Exhibition Park Toilet, adjacent to Cafe in the Park,",/,/,/,/,/,NE2 4PZÿ,/,/,/,/,/,/,/,/,As per cafe opening hours,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.newcastle.gov.uk/environment/street-care-and-cleaning/public-toilets,
Newcastle upon Tyne,/,"Grainger Town Toilet,","Grainger Town Multi Storey Car Park level 1,",/,/,/,/,/,NE1 6PZ,/,/,1,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.newcastle.gov.uk/environment/street-care-and-cleaning/public-toilets,
Newcastle upon Tyne,/,"Leazes Park Toilet,","Park Keepers Lodge, Richardson Road,",/,/,/,/,/,NE1 4RR,/,/,/,/,/,/,/,/,Open as per park keepers hours,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.newcastle.gov.uk/environment/street-care-and-cleaning/public-toilets,
Newcastle upon Tyne,/,"Newburn Country Park Toilet,","Grainger Road, Newburn Country Park",/,/,/,/,/,NE15 8ND,/,/,/,/,/,/,/,/,Open as per country park building hours,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.newcastle.gov.uk/environment/street-care-and-cleaning/public-toilets,
Newcastle upon Tyne,/,"West Road Crematorium Modular Toilet,","West Road Crematorium, West Road",/,/,/,/,/,NE5 2JR,/,/,/,/,/,/,/,/,As per Crematorium hours,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.newcastle.gov.uk/environment/street-care-and-cleaning/public-toilets,
North Tyneside,/,Wallsend,"Hadrian Leisure Centre, St Peter's Road",/,/,/,/,/,NE28 7LQ,/,/,/,07.15 - 22.00,22.00 - 07.15,Monday - Thursday,/,/,Friday: 07.15 - 21.00 / Saturday and Sunday: 08.15 - 18.00,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Whitley Bay,"Marden Bridge Sports Centre, Hillheads Road",/,/,/,/,/,NE25 8RW,/,/,/,06.00 - 21.00,21.00 - 06.00,Monday - Thursday,/,/,Friday: 05.30 - 19.00 / Saturday: 10.00 - 06.00 / Sunday: 09.00 - 19.00,1,1,0,1,Yes,0,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Killingworth,"The Lakeside Centre, South Gate",/,/,/,/,/,NE12 6SA,/,/,/,07.15 - 21.45,21.45 - 07.15,Monday - Thursday,/,/,Friday: 07.15 - 20.45 / Saturday and Sunday: 08.15 - 17.45,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Killingworth,"The White Swan Centre, Citadel East",/,/,/,/,/,NE12 6SS,/,/,/,08.30 - 19.00,19.00 - 08.30,Monday - Thursday,/,/,Friday: 08.30 - 17.30 / Saturday: 09.00 - 17.00,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,North Shields,"The Parks, Howdon Road",/,/,/,/,/,NE29 6TL,/,/,/,07.15 - 22.30,22.30 - 07.15,Monday - Friday,/,/,Saturday and Sunday: 08.15 - 21.00,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,North Shields,"Tynemouth Pool, Beach Road",/,/,/,/,/,NE29 9PX,/,/,/,07.15 - 22.00,22.00 - 07.15,Monday - Thursday,/,/,Friday: 07.15 - 19.15 / Saturday and Sunday: 08.30 - 14.30,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,"The Links, Whitley Bay",Waves,/,/,/,/,/,NE26 1TQ,/,/,/,07.00 - 21.30,21.30 - 07.00,Monday - Thursday,/,/,Friday: 07.00 - 20.00 / Saturday and Sunday: 08.00 - 17.00,1,1,0,1,Yes,1,/,/,/,/,/, œ0.20 ,/,28/03/2014,FOI,
North Tyneside,/,Tynemouth,East Street (next to Gibralter Rock PH),/,/,/,/,/,NE30 NEB,/,/,1,/,/,/,/,/,/,0,0,1,1,Yes,0,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,"St Mary's Island, Whitley Bay",Trinity Road Car Park,/,/,/,/,/,NE26 4RS,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,0,No,0,/,/,/,/,/, œ0.20 ,/,28/03/2014,FOI,
North Tyneside,/,"Northern Promenade, Whitley Bay",Dukes Walk (behind Rendevous Caf‚),/,/,/,/,/,NE26 1TP,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,1,Yes,0,/,/,/,/,/, œ0.20 ,/,28/03/2014,FOI,
North Tyneside,/,Whitley Bay,"Whitley Park, Park Road",/,/,/,/,/,NE26 1EJ,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,0,0,1,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Whitley Bay,Watts Slope,/,/,/,/,/,NE26 1BQ,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,0,/,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Whitley Bay,Central Lower Prom,/,/,/,/,/,NE26 1AN,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Cullercoats,"Harbour North, Victoria Crescent. ",/,/,/,/,/,NE30 4PN,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Cullercoats,"Harbour South, Beverley Terrace",/,/,/,/,/,NE30 4NX,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,"Longsands, Tynemouth","Beach North, Grand Parade",/,/,/,/,/,NE30 4NS,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,0,/,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,"Longsands, Tynemouth",Beach South,/,/,/,/,/,NE30 4HH,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,0,/,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Whitley Bay,"Metro Station, Station Road",/,/,/,/,/,NE26 2RA,/,/,/,/,/,/,07.30 - 21.00,Closes earlier,Summer Season: May - September,1,1,0,1,Yes,0,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Wallsend,"Bus Station, Station Road",/,/,/,/,/,NE28 6HD,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Forest Hall,"Forest Hall, 28 Station Road North",/,/,/,/,/,NE12 9AD,/,/,/,09.15 - 17.15,17.15 - 09.15,/,/,/,/,0,0,1,1,Yes,0,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,North Shields,"Customer First Centre, Northumberland Square",/,/,/,/,/,NE30 1QU,/,/,/,/,/,/,/,/,/,1,1,1,1,Yes,1,/,/,/,Changing Places,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Whitley Bay,"Customer First Centre, York Road",/,/,/,/,/,NE26 1AB,/,/,/,09.00 - 16.30,16.30 - 09.00,Monday - Thursday,/,/,Friday: 09.00 - 16.00,1,1,0,1,Yes,1,/,/,/,Changing Places,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Shiremoor,"Shiremoor Library, Earsdon Road",/,/,/,/,/,NE27 0HJ,/,/,/,/,/,/,/,/,Monday & Friday: 09.00 - 17.30 / Tuesday & Thursday: 09.00 - 19.00 / Wednesday & Saturday: 09.00 - 17.00,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
North Tyneside,/,Wallsend,"Battle Hill Library, Coastway Shopping Forum, Battle Hill,",/,/,/,/,/,NE28 9JE,/,/,/,/,/,/,/,/,Monday & Friday: 09.00 - 13.00 & 14.00 - 17.30 / Tuesday & Thursday: 09.00 - 13.00 & 14.00 - 17.00 / Saturday: 09.00 - 12.30,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,28/03/2014,FOI,
